"","nearest_region_name","time","total_precipitation"
"388","Antarctica","2021-04-01",2030.77310900204
"389","Antarctica","2021-05-01",3417.11345143116
"390","Antarctica","2021-06-01",4930.18591912184
"391","Antarctica","2021-07-01",5768.90917555988
"392","Antarctica","2021-08-01",7055.73719666048
"393","Armenia","2017-01-01",105.753544570878
"394","Armenia","2017-02-01",98.8539331890643
"395","Armenia","2017-03-01",113.602576851845
"396","Armenia","2017-04-01",129.525339838117
"397","Armenia","2017-05-01",255.637089833617
"398","Armenia","2017-06-01",184.501343244687
"399","Armenia","2017-07-01",97.8783835582435
"400","Armenia","2017-08-01",72.0229012594209
"401","Armenia","2017-09-01",78.3103377886582
"402","Armenia","2017-10-01",232.780315086246
"403","Armenia","2017-11-01",114.619338527322
"404","Armenia","2017-12-01",159.030962094665
"405","Armenia","2018-01-01",153.214833922684
"406","Armenia","2018-02-01",125.517146620899
"407","Armenia","2018-03-01",216.128058850765
"408","Armenia","2018-04-01",80.9536708528176
"409","Armenia","2018-05-01",125.997093168553
"410","Armenia","2018-06-01",105.717339877039
"411","Armenia","2018-07-01",150.027091221651
"412","Armenia","2018-08-01",131.021288375603
"413","Armenia","2018-09-01",119.691006053705
"414","Armenia","2018-10-01",128.624511714093
"415","Armenia","2018-11-01",139.846340484917
"416","Armenia","2018-12-01",172.231928735971
"417","Armenia","2019-01-01",116.134835742414
"418","Armenia","2019-02-01",92.5628610551357
"419","Armenia","2019-03-01",162.135801659781
"420","Armenia","2019-04-01",168.083342403173
"421","Armenia","2019-05-01",145.960963940714
"422","Armenia","2019-06-01",138.824674147181
"423","Armenia","2019-07-01",156.889673322439
"424","Armenia","2019-08-01",93.0025774324313
"425","Armenia","2019-09-01",140.846341250348
"426","Armenia","2019-10-01",71.0670946942409
"427","Armenia","2019-11-01",93.155004080385
"428","Armenia","2019-12-01",86.1799981109798
"429","Armenia","2020-01-01",114.667738508433
"430","Armenia","2020-02-01",140.437863692641
"431","Armenia","2020-03-01",90.6951581314206
"432","Armenia","2020-04-01",125.873339481652
"433","Armenia","2020-05-01",203.249348282814
"434","Armenia","2020-06-01",103.650671306066
"435","Armenia","2020-07-01",128.775158443488
"436","Armenia","2020-08-01",129.253221934661
"437","Armenia","2020-09-01",69.8543367495295
"438","Armenia","2020-10-01",51.1758045249735
"439","Armenia","2020-11-01",143.365007452667
"440","Armenia","2020-12-01",89.0777398097562
"441","Armenia","2021-01-01",122.156126511982
"442","Armenia","2021-02-01",158.365722453222
"443","Armenia","2021-03-01",169.547415997833
"444","Armenia","2021-04-01",126.711674602586
"445","Armenia","2021-05-01",142.138383330544
"446","Armenia","2021-06-01",164.229007359594
"447","Armenia","2021-07-01",156.39676842466
"448","Armenia","2021-08-01",152.245157517144
"449","Australia","2017-01-01",520.353857856244
"450","Australia","2017-02-01",553.607525341213
"451","Australia","2017-03-01",503.149988196674
"452","Australia","2017-04-01",934.223045393824
"453","Australia","2017-05-01",980.216421544552
"454","Australia","2017-06-01",1463.51141165569
"455","Australia","2017-07-01",1910.62606811523
"456","Australia","2017-08-01",2046.55671900511
